id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
1272,Strark,ios web,Referral,1/22/16,2/4/16,2/25/16,Honda,Civic,2015.0,
1273,Strark,ios web,Paid,1/25/16,2/2/16,2/6/16,Toyota,Corolla,2005.0,2/7/16
1274,Strark,android web,Referral,1/19/16,1/21/16,1/21/16,Nissan,Sentra,2015.0,
1275,Strark,android web,Paid,1/18/16,1/30/16,,,,,
1276,Strark,mac,Referral,1/13/16,1/14/16,,,,,
1277,Berton,android web,Organic,1/5/16,,,,,,
1278,Strark,android web,Paid,1/21/16,1/23/16,,,,,
1279,Strark,windows,Paid,1/15/16,1/15/16,1/25/16,Chevrolet,Equinox,2014.0,1/27/16
1280,Berton,windows,Paid,1/29/16,2/7/16,,,,,
1281,Berton,ios web,Paid,1/12/16,,,,,,
1282,Berton,mac,Referral,1/10/16,1/26/16,,,,,
1283,Strark,ios web,Referral,1/30/16,1/30/16,1/31/16,Nissan,Quest,2012.0,2/1/16
1284,Strark,windows,Organic,1/21/16,1/23/16,,,,,
1285,Berton,other,Paid,1/18/16,2/17/16,,,,,
1286,Berton,android web,Referral,1/4/16,1/5/16,,,,,1/7/16
1287,Berton,android web,Paid,1/15/16,2/2/16,2/7/16,Honda,Civic,2012.0,
1288,Strark,android web,Referral,1/29/16,2/4/16,,,,,
1289,Berton,android web,Referral,1/7/16,1/7/16,1/7/16,Toyota,Camry,2014.0,1/8/16
1290,Wrouver,ios web,Paid,1/6/16,1/6/16,,,,,
1291,Strark,windows,Paid,1/25/16,1/31/16,2/1/16,Honda,Accord,2003.0,
1292,Berton,mac,Referral,1/4/16,1/4/16,1/4/16,Toyota,Highlander,2004.0,1/6/16
1293,Wrouver,mac,Organic,1/5/16,1/17/16,,,,,
1294,Berton,ios web,Paid,1/17/16,2/6/16,,,,,
1295,Berton,,Referral,1/11/16,,,,,,
1296,Strark,android web,Paid,1/15/16,1/17/16,1/17/16,Nissan,Sentra,2015.0,1/24/16
1297,Wrouver,ios web,Paid,1/16/16,2/5/16,,,,,
1298,Wrouver,android web,Paid,1/16/16,1/17/16,,,,,
1299,Berton,windows,Paid,1/11/16,2/2/16,,,,,
1300,Berton,ios web,Paid,1/19/16,2/11/16,2/18/16,Hyundai,Elantra,2014.0,
1301,Strark,ios web,Paid,1/9/16,1/9/16,1/11/16,Jeep,Cherokee,2015.0,1/16/16
1302,Wrouver,windows,Organic,1/18/16,,,,,,
1303,Strark,windows,Referral,1/4/16,2/17/16,2/17/16,Toyota,Sienna,2008.0,
1304,Berton,android web,Organic,1/22/16,1/29/16,,,,,
1305,Strark,ios web,Referral,1/30/16,,,,,,
1306,Wrouver,ios web,Organic,1/26/16,,,,,,
1307,Wrouver,ios web,Paid,1/17/16,,,,,,
1308,Berton,other,Paid,1/25/16,,,,,,
1309,Strark,ios web,Paid,1/30/16,,,,,,
1310,Wrouver,ios web,Organic,1/26/16,,,,,,
1311,Strark,android web,Paid,1/21/16,1/24/16,,,,,
1312,Berton,ios web,Referral,1/2/16,2/13/16,,,,,
1313,Strark,android web,Paid,1/13/16,1/22/16,2/21/16,Toyota,RAV4,2014.0,
1314,Strark,ios web,Referral,1/11/16,1/28/16,2/5/16,Honda,CR-V,2015.0,
1315,Strark,android web,Paid,1/12/16,1/12/16,,,,,
1316,Strark,other,Organic,1/24/16,1/30/16,,,,,
1317,Strark,,Organic,1/25/16,,,,,,
1318,Berton,ios web,Organic,1/20/16,2/5/16,2/2/16,Acura,TLX,2003.0,
1319,Wrouver,android web,Referral,1/20/16,1/21/16,,,,,
1320,Strark,windows,Paid,1/11/16,2/10/16,,,,,
1321,Wrouver,ios web,Organic,1/5/16,1/9/16,1/12/16,Toyota,Camry Hybrid,2009.0,1/27/16
1322,Berton,,Referral,1/1/16,,,,,,
1323,Berton,windows,Paid,1/7/16,2/2/16,,,,,
1324,Wrouver,ios web,Organic,1/12/16,1/18/16,1/24/16,Jeep,Compass,2013.0,1/30/16
1325,Berton,ios web,Organic,1/27/16,,,,,,
1326,Strark,mac,Referral,1/5/16,1/5/16,,,,,
1327,Strark,ios web,Paid,1/14/16,2/17/16,2/22/16,Lexus,IS,2012.0,
1328,Berton,windows,Referral,1/18/16,1/27/16,,,,,
1329,Berton,mac,Referral,1/21/16,2/4/16,2/29/16,Ford,Fusion,2015.0,
1330,Strark,android web,Paid,1/23/16,,,,,,
1331,Berton,android web,Paid,1/6/16,,,Hyundai,Sonata,2013.0,
1332,Strark,mac,Referral,1/26/16,2/10/16,,,,,
1333,Berton,ios web,Referral,1/3/16,1/14/16,,,,,
1334,Berton,other,Referral,1/8/16,1/20/16,1/20/16,Toyota,Camry,2010.0,1/22/16
1335,Strark,android web,Paid,1/12/16,1/12/16,,,,,
1336,Strark,ios web,Referral,1/6/16,1/6/16,,,,,
1337,Berton,,Organic,1/20/16,,,,,,
1338,Strark,android web,Paid,1/23/16,2/16/16,,,,,
1339,Strark,ios web,Organic,1/17/16,1/21/16,,,,,
1340,Strark,ios web,Referral,1/19/16,1/19/16,,,,,
1341,Berton,windows,Organic,1/20/16,2/26/16,,,,,
1342,Berton,ios web,Paid,1/25/16,1/26/16,1/26/16,Honda,Odyssey,2013.0,1/30/16
1343,Strark,windows,Organic,1/5/16,1/6/16,,,,,
1344,Berton,mac,Organic,1/19/16,1/20/16,,,,,
1345,Berton,mac,Organic,1/9/16,2/9/16,,,,,
1346,Strark,ios web,Paid,1/4/16,1/29/16,,,,,
1347,Berton,android web,Referral,1/25/16,2/8/16,,,,,
1348,Strark,,Referral,1/5/16,1/19/16,,,,,
1349,Berton,android web,Paid,1/3/16,,,,,,
1350,Wrouver,android web,Paid,1/18/16,1/20/16,1/28/16,Ford,Fusion,2012.0,
1351,Strark,ios web,Paid,1/13/16,2/1/16,2/4/16,Kia,Optima,2015.0,
1352,Berton,windows,Organic,1/25/16,1/27/16,,,,,
1353,Strark,ios web,Organic,1/6/16,1/17/16,,,,,
1354,Strark,,Organic,1/20/16,1/22/16,1/28/16,Ford,Focus,2000.0,
1355,Berton,,Referral,1/8/16,1/16/16,,,,,
1356,Strark,,Referral,1/10/16,,,,,,
1357,Berton,ios web,Organic,1/15/16,,,,,,
1358,Strark,ios web,Referral,1/3/16,1/7/16,,,,,
1359,Strark,android web,Paid,1/18/16,1/28/16,,,,,
1360,Berton,mac,Organic,1/18/16,1/24/16,1/31/16,Nissan,Maxima,2009.0,
1361,Strark,other,Paid,1/17/16,1/17/16,,,,,
1362,Strark,windows,Organic,1/5/16,1/5/16,1/14/16,Chrysler,Town and Country,2010.0,
1363,Strark,android web,Organic,1/14/16,2/7/16,,,,,
1364,Berton,ios web,Referral,1/11/16,2/21/16,3/10/16,Hyundai,Elantra,2014.0,
1365,Berton,other,Paid,1/8/16,,,,,,
1366,Strark,,Organic,1/21/16,,,,,,
1367,Strark,windows,Organic,1/24/16,1/24/16,,,,,
1368,Strark,,Referral,1/1/16,1/27/16,,,,,
1369,Strark,windows,Paid,1/2/16,1/2/16,,,,,
1370,Strark,,Organic,1/27/16,1/29/16,,,,,
1371,Strark,android web,Paid,1/9/16,,,,,,
1372,Berton,android web,Paid,1/30/16,,,,,,
1373,Wrouver,windows,Organic,1/29/16,1/29/16,2/3/16,Toyota,Corolla,2009.0,
1374,Strark,ios web,Organic,1/3/16,1/14/16,,,,,
1375,Berton,ios web,Paid,1/18/16,1/18/16,1/19/16,Nissan,Sentra,2015.0,1/21/16
1376,Strark,mac,Organic,1/30/16,1/30/16,,,,,
1377,Berton,android web,Organic,1/15/16,1/24/16,2/6/16,Toyota,Prius C,2014.0,
1378,Strark,android web,Referral,1/23/16,2/2/16,,,,,
1379,Strark,other,Paid,1/29/16,2/25/16,,,,,
1380,Strark,windows,Paid,1/26/16,1/26/16,1/26/16,Acura,TLX,2002.0,1/29/16
1381,Strark,android web,Organic,1/20/16,1/21/16,,,,,
1382,Strark,windows,Referral,1/7/16,1/8/16,,,,,
1383,Strark,,Referral,1/3/16,,,,,,
1384,Berton,ios web,Referral,1/26/16,1/26/16,1/27/16,Toyota,Prius V,2014.0,1/28/16
1385,Strark,ios web,Organic,1/6/16,1/20/16,1/31/16,Ford,Focus,2013.0,
1386,Strark,ios web,Referral,1/26/16,2/16/16,,,,,
1387,Berton,ios web,Referral,1/27/16,1/30/16,2/25/16,Ford,Fusion,2011.0,
1388,Berton,ios web,Paid,1/6/16,,,,,,
1389,Strark,ios web,Organic,1/8/16,1/20/16,,,,,
1390,Strark,ios web,Paid,1/30/16,,,,,,
1391,Berton,android web,Paid,1/23/16,1/30/16,,,,,
1392,Berton,ios web,Paid,1/5/16,1/27/16,,,,,
1393,Strark,android web,Paid,1/30/16,2/14/16,,,,,
1394,Wrouver,android web,Organic,1/10/16,1/14/16,1/14/16,Kia,Sedona,2015.0,1/24/16
1395,Wrouver,android web,Organic,1/6/16,2/4/16,,,,,
1396,Strark,android web,Organic,1/16/16,1/19/16,,,,,
1397,Berton,mac,Referral,1/11/16,2/11/16,,,,,
1398,Strark,mac,Organic,1/22/16,1/31/16,,,,,
1399,Berton,ios web,Organic,1/7/16,,,,,,
1400,Strark,android web,Referral,1/27/16,1/29/16,,,,,
1401,Strark,mac,Paid,1/30/16,2/2/16,,,,,
1402,Berton,mac,Paid,1/6/16,1/7/16,1/22/16,Toyota,Camry,2015.0,
1403,Berton,ios web,Referral,1/28/16,1/31/16,2/2/16,Ford,Fusion,2012.0,2/4/16
1404,Berton,windows,Organic,1/22/16,2/11/16,2/20/16,Toyota,Prius V,2015.0,
1405,Strark,android web,Referral,1/16/16,2/2/16,,,,,
1406,Strark,windows,Referral,1/4/16,1/14/16,,,,,
1407,Strark,android web,Paid,1/4/16,,,,,,
1408,Strark,android web,Referral,1/4/16,1/4/16,,,,,
1409,Berton,other,Paid,1/26/16,2/12/16,2/23/16,Toyota,Prius C,2014.0,2/23/16
1410,Strark,,Organic,1/22/16,1/22/16,,,,,
1411,Strark,android web,Referral,1/7/16,1/12/16,1/18/16,Toyota,Corolla,2013.0,
1412,Berton,android web,Referral,1/3/16,1/25/16,2/14/16,Nissan,Altima,2004.0,
1413,Strark,windows,Organic,1/20/16,1/20/16,1/20/16,Ford,Escape,2014.0,1/30/16
1414,Strark,mac,Paid,1/25/16,1/30/16,,,,,
1415,Strark,mac,Paid,1/18/16,1/31/16,,,,,
1416,Wrouver,windows,Paid,1/27/16,2/18/16,,,,,
1417,Berton,ios web,Organic,1/28/16,1/30/16,,,,,
1418,Strark,ios web,Organic,1/6/16,1/10/16,,,,,
1419,Strark,android web,Paid,1/11/16,,,,,,
1420,Strark,android web,Referral,1/21/16,1/23/16,1/29/16,Chevrolet,Equinox,2011.0,
1421,Strark,other,Referral,1/16/16,1/23/16,,,,,
1422,Berton,android web,Paid,1/30/16,2/13/16,,,,,
1423,Strark,ios web,Organic,1/26/16,,,,,,
1424,Strark,,Referral,1/6/16,,,,,,
1425,Berton,windows,Paid,1/4/16,,2/10/16,Mitsubishi,Galant,2003.0,
1426,Strark,android web,Organic,1/7/16,,,,,,
1427,Strark,ios web,Paid,1/23/16,1/27/16,,,,,
1428,Wrouver,mac,Organic,1/26/16,1/26/16,,,,,
1429,Strark,android web,Referral,1/23/16,,,,,,
1430,Strark,android web,Referral,1/13/16,1/18/16,1/24/16,Hyundai,Sonata,2012.0,1/24/16
1431,Berton,other,Organic,1/29/16,1/30/16,2/4/16,Toyota,Corolla,2016.0,2/17/16
1432,Strark,ios web,Paid,1/3/16,2/13/16,,,,,
1433,Strark,other,Organic,1/13/16,1/27/16,,,,,
1434,Berton,mac,Paid,1/9/16,1/21/16,,,,,
1435,Berton,ios web,Paid,1/28/16,2/10/16,,,,,
1436,Berton,windows,Organic,1/5/16,1/15/16,,,,,
1437,Wrouver,ios web,Referral,1/25/16,1/25/16,1/26/16,Ford,Fiesta,2015.0,2/7/16
1438,Strark,ios web,Referral,1/20/16,1/21/16,1/21/16,Toyota,Prius C,2012.0,1/21/16
1439,Strark,,Referral,1/1/16,,,,,,
1440,Berton,ios web,Referral,1/25/16,2/14/16,,,,,
1441,Strark,ios web,Paid,1/22/16,2/12/16,,,,,
1442,Strark,windows,Paid,1/12/16,2/2/16,,,,,
1443,Wrouver,,Organic,1/21/16,1/24/16,,,,,
1444,Berton,ios web,Referral,1/20/16,2/12/16,2/20/16,Hyundai,Sonata,2015.0,
1445,Strark,android web,Referral,1/10/16,1/15/16,1/15/16,Honda,Odyssey,2008.0,1/17/16
1446,Berton,ios web,Paid,1/23/16,2/2/16,2/8/16,Mazda,MAZDA5,2015.0,
1447,Berton,android web,Referral,1/30/16,2/18/16,,,,,
1448,Strark,,Referral,1/7/16,,,,,,
1449,Wrouver,,Organic,1/27/16,1/29/16,,,,,
1450,Strark,windows,Paid,1/2/16,1/13/16,,,,,
1451,Berton,other,Organic,1/22/16,2/9/16,,,,,
1452,Berton,windows,Organic,1/30/16,2/18/16,,,,,
1453,Strark,ios web,Organic,1/10/16,1/13/16,1/13/16,Chevrolet,Cruze,2016.0,1/16/16
1454,Strark,ios web,Referral,1/2/16,1/2/16,1/5/16,Hyundai,Elantra,2002.0,1/5/16
1455,Strark,windows,Organic,1/18/16,1/19/16,,,,,
1456,Strark,android web,Paid,1/4/16,,,,,,
1457,Berton,ios web,Paid,1/30/16,,,,,,
1458,Berton,ios web,Paid,1/13/16,,,,,,
1459,Berton,ios web,Paid,1/14/16,2/13/16,,,,,
1460,Wrouver,mac,Paid,1/3/16,1/11/16,,,,,
1461,Strark,ios web,Paid,1/13/16,2/11/16,,,,,
1462,Strark,android web,Paid,1/27/16,1/31/16,2/2/16,Honda,Pilot,2012.0,
1463,Strark,ios web,Paid,1/28/16,1/28/16,1/29/16,Honda,Civic,2013.0,1/30/16
1464,Berton,android web,Referral,1/1/16,1/27/16,2/13/16,Honda,Civic,2007.0,
1465,Wrouver,,Organic,1/23/16,2/1/16,2/26/16,Volkswagen,Jetta,2011.0,
1466,Wrouver,ios web,Paid,1/24/16,1/24/16,,,,,
1467,Strark,ios web,Organic,1/17/16,1/18/16,1/23/16,Honda,Civic,2012.0,
1468,Wrouver,windows,Referral,1/14/16,1/16/16,,,,,
1469,Berton,mac,Referral,1/8/16,1/16/16,,,,,
1470,Berton,other,Paid,1/28/16,2/17/16,,,,,
1471,Strark,android web,Referral,1/24/16,1/31/16,,,,,
1472,Berton,ios web,Paid,1/29/16,2/7/16,,,,,
1473,Berton,ios web,Referral,1/1/16,1/4/16,1/8/16,Toyota,Camry,2014.0,1/9/16
1474,Strark,android web,Organic,1/24/16,2/13/16,,,,,
1475,Berton,windows,Paid,1/26/16,1/29/16,1/30/16,Toyota,Sienna,2004.0,2/9/16
1476,Strark,android web,Paid,1/19/16,1/28/16,,,,,
1477,Berton,android web,Paid,1/10/16,2/19/16,,,,,
1478,Strark,android web,Paid,1/7/16,1/15/16,1/16/16,Hyundai,Accent,2014.0,1/20/16
1479,Strark,other,Organic,1/13/16,2/4/16,,,,,
1480,Berton,android web,Paid,1/17/16,1/20/16,,,,,
1481,Berton,android web,Referral,1/15/16,1/17/16,,,,,
1482,Wrouver,android web,Paid,1/24/16,1/26/16,,,,,
1483,Strark,android web,Referral,1/3/16,1/3/16,1/3/16,Toyota,Sienna,2015.0,1/7/16
1484,Strark,windows,Paid,1/16/16,1/17/16,,,,,
1485,Berton,ios web,Paid,1/7/16,,,,,,
1486,Strark,,Referral,1/7/16,,,,,,
1487,Strark,android web,Referral,1/11/16,,,,,,
1488,Strark,ios web,Organic,1/27/16,1/30/16,2/8/16,Lexus,ES,2016.0,2/10/16
1489,Berton,android web,Referral,1/11/16,2/19/16,,,,,
1490,Wrouver,,Organic,1/14/16,1/27/16,2/13/16,Kia,Soul,2013.0,
1491,Wrouver,ios web,Organic,1/3/16,1/12/16,,,,,
1492,Strark,ios web,Referral,1/30/16,,,,,,
1493,Berton,ios web,Referral,1/2/16,1/3/16,,,,,
1494,Strark,android web,Organic,1/25/16,1/27/16,,,,,
1495,Strark,ios web,Referral,1/15/16,2/19/16,,,,,
1496,Strark,android web,Organic,1/25/16,,,,,,
1497,Berton,mac,Referral,1/25/16,1/30/16,,,,,
1498,Berton,mac,Paid,1/9/16,2/8/16,,,,,
1499,Berton,ios web,Organic,1/11/16,1/14/16,,,,,
1500,Strark,mac,Paid,1/7/16,,,,,,
1501,Berton,ios web,Paid,1/3/16,1/7/16,1/7/16,Kia,Soul,2015.0,1/9/16
1502,Berton,ios web,Paid,1/28/16,1/28/16,,,,,
1503,Strark,other,Paid,1/15/16,3/7/16,,,,,
1504,Berton,mac,Referral,1/6/16,1/19/16,2/26/16,Audi,A4,2015.0,
1505,Strark,,Organic,1/23/16,1/29/16,,,,,
1506,Berton,ios web,Paid,1/19/16,2/19/16,,,,,
1507,Strark,mac,Paid,1/19/16,2/10/16,,,,,
1508,Strark,android web,Referral,1/5/16,1/22/16,1/26/16,Honda,Odyssey,2004.0,
1509,Strark,android web,Paid,1/22/16,1/26/16,2/9/16,Volkswagen,Jetta SportWagen,2005.0,
1510,Strark,ios web,Organic,1/9/16,1/9/16,1/14/16,Lexus,ES,2016.0,1/28/16
1511,Strark,,Organic,1/1/16,1/22/16,,,,,
1512,Strark,android web,Organic,1/14/16,,,,,,
1513,Strark,,Organic,1/29/16,2/2/16,,,,,
1514,Berton,mac,Organic,1/11/16,,,,,,
1515,Strark,other,Organic,1/3/16,1/4/16,1/10/16,Nissan,Sentra,2005.0,
1516,Strark,ios web,Organic,1/6/16,1/8/16,,,,,
1517,Strark,ios web,Referral,1/6/16,2/6/16,,,,,
1518,Strark,android web,Paid,1/30/16,,2/24/16,Mercedes-Benz,R-Class,2009.0,
1519,Strark,ios web,Paid,1/29/16,,,,,,
1520,Berton,android web,Paid,1/7/16,,,,,,
1521,Berton,mac,Organic,1/23/16,1/23/16,,,,,
1522,Berton,other,Organic,1/12/16,1/21/16,,,,,
1523,Strark,android web,Paid,1/16/16,1/20/16,,,,,
1524,Berton,android web,Organic,1/10/16,1/16/16,,,,,
1525,Strark,windows,Paid,1/11/16,1/12/16,1/13/16,Honda,CR-V,2006.0,1/14/16
1526,Strark,android web,Referral,1/17/16,1/31/16,,,,,
1527,Berton,android web,Paid,1/28/16,1/28/16,,,,,
1528,Berton,android web,Organic,1/2/16,1/14/16,2/3/16,BMW,3-series,2012.0,
1529,Berton,ios web,Paid,1/18/16,1/24/16,1/21/16,Toyota,Highlander,2016.0,1/28/16
1530,Strark,ios web,Referral,1/26/16,1/27/16,1/30/16,Toyota,Corolla,2013.0,
1531,Berton,mac,Paid,1/26/16,,,,,,
1532,Strark,android web,Referral,1/28/16,2/4/16,,,,,
1533,Strark,android web,Referral,1/30/16,,,,,,
1534,Berton,ios web,Paid,1/27/16,1/29/16,,,,,
1535,Strark,android web,Referral,1/13/16,1/13/16,1/14/16,Toyota,Matrix,2009.0,1/19/16
1536,Strark,,Referral,1/8/16,,,,,,
1537,Berton,ios web,Paid,1/29/16,,,,,,
1538,Strark,ios web,Paid,1/30/16,1/30/16,,,,,
1539,Berton,ios web,Referral,1/9/16,2/26/16,,,,,
1540,Strark,ios web,Referral,1/4/16,,,,,,
1541,Berton,windows,Organic,1/4/16,1/5/16,,,,,
1542,Berton,android web,Paid,1/3/16,1/14/16,,,,,
1543,Berton,android web,Paid,1/27/16,1/27/16,,,,,
1544,Strark,windows,Organic,1/22/16,2/11/16,,,,,
1545,Berton,ios web,Paid,1/25/16,2/4/16,2/18/16,Nissan,Sentra,2015.0,
1546,Wrouver,ios web,Organic,1/27/16,1/28/16,,,,,
1547,Strark,android web,Paid,1/20/16,,,,,,
1548,Strark,,Referral,1/1/16,,,,,,
1549,Strark,,Organic,1/5/16,2/2/16,,,,,
1550,Berton,android web,Paid,1/25/16,2/22/16,2/26/16,Infiniti,G Sedan,2006.0,
1551,Strark,ios web,Referral,1/27/16,2/4/16,2/6/16,BMW,7-series,2006.0,
1552,Berton,other,Paid,1/28/16,2/5/16,,,,,
1553,Strark,android web,Referral,1/16/16,1/29/16,,,,,
1554,Berton,ios web,Referral,1/8/16,1/9/16,1/10/16,Honda,Civic,2015.0,1/13/16
1555,Strark,android web,Paid,1/21/16,,,,,,
1556,Strark,ios web,Paid,1/20/16,,,,,,
1557,Strark,ios web,Organic,1/10/16,2/2/16,,,,,
1558,Strark,android web,Organic,1/23/16,1/27/16,,,,,
1559,Strark,mac,Paid,1/11/16,2/9/16,,,,,
1560,Berton,,Organic,1/12/16,,,,,,
1561,Strark,ios web,Paid,1/8/16,1/27/16,,,,,
1562,Strark,ios web,Referral,1/7/16,1/10/16,,,,,
1563,Strark,windows,Referral,1/5/16,,,,,,
1564,Wrouver,android web,Paid,1/18/16,,,,,,
1565,Strark,,Organic,1/13/16,,,,,,
1566,Strark,,Referral,1/21/16,,,,,,
1567,Strark,other,Referral,1/29/16,2/4/16,2/6/16,Honda,Civic,2016.0,
1568,Strark,windows,Organic,1/5/16,2/20/16,2/22/16,Chevrolet,Aveo,2011.0,
1569,Berton,android web,Paid,1/26/16,2/14/16,,,,,
1570,Berton,other,Organic,1/10/16,1/24/16,,,,,
1571,Berton,android web,Paid,1/27/16,1/27/16,1/28/16,Nissan,Versa,2008.0,
1572,Berton,android web,Paid,1/23/16,1/23/16,,,,,2/6/16
1573,Strark,ios web,Referral,1/26/16,1/27/16,,,,,
1574,Strark,,Referral,1/24/16,2/24/16,,,,,
1575,Strark,android web,Organic,1/16/16,1/22/16,,,,,
1576,Berton,mac,Referral,1/11/16,2/2/16,2/8/16,Honda,Accord,2003.0,
1577,Strark,ios web,Paid,1/5/16,1/19/16,,,,,
1578,Berton,android web,Organic,1/2/16,1/4/16,,,,,
1579,Berton,,Referral,1/5/16,1/5/16,,,,,
1580,Wrouver,android web,Referral,1/27/16,1/30/16,2/2/16,Dodge,Journey,2011.0,2/2/16
1581,Strark,android web,Paid,1/20/16,2/24/16,,,,,
1582,Strark,android web,Paid,1/13/16,,,,,,
1583,Wrouver,android web,Paid,1/30/16,1/30/16,,,,,
1584,Strark,ios web,Paid,1/26/16,2/5/16,2/29/16,Volkswagen,Passat,2012.0,
1585,Berton,mac,Referral,1/15/16,1/16/16,2/9/16,Honda,Civic,2009.0,
1586,Berton,ios web,Paid,1/10/16,,,,,,
1587,Strark,ios web,Paid,1/2/16,1/25/16,,,,,
1588,Strark,ios web,Paid,1/3/16,1/20/16,,,,,
1589,Strark,ios web,Organic,1/25/16,1/25/16,1/27/16,BMW,5-series,2010.0,1/28/16
1590,Strark,,Referral,1/1/16,,,,,,
1591,Berton,,Organic,1/4/16,,,,,,
1592,Wrouver,windows,Organic,1/10/16,,,,,,
1593,Strark,ios web,Organic,1/25/16,,,,,,
1594,Strark,ios web,Referral,1/1/16,1/2/16,1/2/16,Toyota,Highlander,2003.0,
1595,Berton,ios web,Organic,1/5/16,,,,,,
1596,Berton,ios web,Referral,1/19/16,1/22/16,1/28/16,Acura,MDX,2006.0,
1597,Strark,ios web,Referral,1/3/16,1/5/16,1/5/16,Ford,Escape,2015.0,1/4/16
1598,Strark,android web,Referral,1/7/16,2/5/16,2/8/16,Hyundai,Sonata,2016.0,
1599,Berton,ios web,Referral,1/24/16,1/24/16,1/25/16,Toyota,Prius,2015.0,1/26/16
1600,Strark,windows,Paid,1/27/16,2/12/16,,,,,
1601,Berton,android web,Referral,1/4/16,1/4/16,,,,,
1602,Strark,windows,Referral,1/4/16,1/16/16,,,,,
1603,Strark,mac,Organic,1/19/16,1/26/16,,,,,
1604,Berton,ios web,Referral,1/21/16,1/25/16,2/5/16,Nissan,Altima,2013.0,2/20/16
1605,Strark,windows,Paid,1/17/16,1/20/16,,,,,
1606,Wrouver,ios web,Paid,1/4/16,1/8/16,,,,,
1607,Berton,ios web,Organic,1/20/16,1/27/16,,,,,
1608,Strark,,Organic,1/19/16,1/19/16,2/8/16,Ford,Fusion,2016.0,
1609,Berton,other,Referral,1/20/16,1/24/16,2/23/16,Toyota,Highlander,2010.0,
1610,Berton,,Referral,1/29/16,,,,,,
1611,Berton,mac,Paid,1/7/16,1/11/16,1/17/16,Chevrolet,Cruze,2016.0,1/17/16
1612,Wrouver,android web,Referral,1/22/16,2/5/16,,,,,
1613,Strark,android web,Referral,1/14/16,,,,,,
1614,Berton,ios web,Referral,1/17/16,2/8/16,2/26/16,Dodge,Charger,2015.0,
1615,Strark,,Referral,1/9/16,1/10/16,1/10/16,Cadillac,CTS,2006.0,1/13/16
1616,Strark,other,Referral,1/28/16,1/31/16,2/25/16,Hyundai,Sonata,2015.0,
1617,Berton,mac,Organic,1/14/16,1/23/16,1/23/16,Toyota,Camry,2014.0,1/27/16
1618,Berton,windows,Organic,1/6/16,1/14/16,,,,,
1619,Berton,android web,Paid,1/1/16,,,,,,
1620,Berton,ios web,Organic,1/14/16,,,,,,
1621,Berton,android web,Paid,1/9/16,2/17/16,,,,,
1622,Wrouver,windows,Organic,1/19/16,1/22/16,,,,,
1623,Strark,ios web,Organic,1/26/16,2/13/16,2/27/16,Nissan,Maxima,2003.0,
1624,Berton,android web,Paid,1/20/16,1/21/16,1/27/16,Lexus,RX,2013.0,
1625,Strark,android web,Paid,1/10/16,1/14/16,,,,,
1626,Strark,ios web,Paid,1/17/16,1/28/16,,,,,
1627,Strark,android web,Paid,1/1/16,,,,,,
1628,Strark,android web,Paid,1/26/16,1/27/16,,,,,
1629,Strark,ios web,Referral,1/1/16,1/9/16,,,,,
1630,Berton,android web,Paid,1/8/16,1/30/16,,,,,
1631,Wrouver,,Organic,1/20/16,,,,,,
1632,Strark,mac,Referral,1/15/16,1/17/16,2/17/16,Mercedes-Benz,E-Class,2011.0,
1633,Berton,,Organic,1/21/16,,,,,,
1634,Berton,ios web,Referral,1/23/16,1/26/16,1/29/16,Subaru,Impreza,2015.0,
1635,Berton,android web,Organic,1/20/16,2/22/16,2/25/16,Subaru,Baja,2004.0,
1636,Strark,ios web,Paid,1/7/16,,,,,,
1637,Strark,android web,Paid,1/19/16,1/19/16,,,,,
1638,Berton,android web,Organic,1/6/16,,,,,,
1639,Strark,ios web,Referral,1/18/16,1/20/16,2/6/16,Volkswagen,e-Golf,2012.0,2/12/16
1640,Strark,ios web,Organic,1/14/16,1/24/16,,,,,
1641,Wrouver,android web,Paid,1/21/16,1/25/16,1/30/16,Hyundai,Santa Fe,2012.0,2/11/16
1642,Berton,ios web,Organic,1/26/16,2/2/16,,,,,
1643,Berton,ios web,Paid,1/26/16,2/27/16,2/28/16,Nissan,Altima,2013.0,
1644,Berton,other,Organic,1/27/16,,,,,,
1645,Berton,android web,Referral,1/29/16,2/15/16,,,,,
1646,Strark,ios web,Organic,1/18/16,,,,,,
1647,Strark,,Referral,1/21/16,,,,,,
1648,Strark,android web,Referral,1/9/16,1/14/16,,,,,
1649,Wrouver,ios web,Referral,1/21/16,2/13/16,,,,,
1650,Strark,windows,Referral,1/5/16,1/6/16,1/31/16,Toyota,Camry,2016.0,
1651,Strark,android web,Referral,1/27/16,,,,,,
1652,Strark,android web,Organic,1/26/16,,2/28/16,Acura,TSX,2004.0,
1653,Berton,,Referral,1/1/16,,,,,,
1654,Strark,ios web,Referral,1/2/16,1/3/16,1/7/16,Nissan,Altima,2014.0,1/9/16
1655,Wrouver,windows,Paid,1/19/16,1/26/16,,,,,
1656,Berton,ios web,Organic,1/14/16,1/16/16,1/17/16,Ford,Focus,2013.0,
1657,Berton,windows,Paid,1/19/16,2/10/16,,,,,
1658,Strark,,Referral,1/8/16,,,,,,
1659,Strark,ios web,Referral,1/15/16,1/17/16,1/22/16,Jeep,Grand Cherokee,2014.0,1/22/16
1660,Strark,android web,Referral,1/24/16,2/2/16,,,,,
